Code établissement;Appellation officielle;Dénomination principale;Patronyme uai;Secteur Public/Privé;Adresse;Lieu dit;Boite postale;Code postal;Localite d'acheminement;Commune;Coordonnee X;Coordonnee Y;EPSG;Latitude;Longitude;Qualité d'appariement;Localisation;Code nature;Nature;Code état établissement;Etat établissement;Code département;Code région;Code académie;Code commune;Département;Région;Académie;Position;secteur_prive_code_type_contrat;secteur_prive_libelle_type_contrat;code_ministere;libelle_ministere;date_ouverture
0440022K;Lycée général Jules Verne;LYCEE GENERAL;JULES VERNE;Public;1 rue GENERAL MEUSNIER;;14217;44042;NANTES CEDEX 1;Nantes;355009.0;6689600.3;EPSG:2154;47.217000945239455;-1.5610097373813439;Parfaite;Numéro de rue;302;LYCEE D ENSEIGNEMENT GENERAL;1;OUVERT;044;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.217000945239455, -1.5610097373813439;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0440024M;Lycée général Gabriel Guist'Hau;LYCEE GENERAL;GABRIEL GUISTHAU;Public;3 rue MARIE ANNE DU BOCCAGE;;34201;44042;NANTES CEDEX 1;Nantes;354417.4;6689542.6;EPSG:2154;47.216174628191325;-1.568769563633372;Parfaite;Numéro de rue;302;LYCEE D ENSEIGNEMENT GENERAL;1;OUVERT;044;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.216174628191325, -1.568769563633372;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0440035Z;Lycée professionnel Léonard de Vinci;LYCEE PROFESSIONNEL;LEONARD DE VINCI;Public;31 rue DE LA BOTTIERE;;72821;44328;NANTES CEDEX 3;Nantes;358048.6;6691817.4;EPSG:2154;47.23850083080752;-1.5225893821168477;Parfaite;Numéro de rue;320;LYCEE PROFESSIONNEL;1;OUVERT;044;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.23850083080752, -1.5225893821168477;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1949-02-21
0440045K;Collège Victor Hugo;COLLEGE;VICTOR HUGO;Public;40 rue DE BEL AIR;;;44042;NANTES CEDEX 1;Nantes;355210.5;6690319.6;EPSG:2154;47.223570482598525;-1.5589001194055196;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;044;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.223570482598525, -1.5589001194055196;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0440163N;Lycée général et technologique privé Saint Stanislas;LYCEE GEN.ET TECHNOL.PRIVE;ST STANISLAS;Privé;2 rue SAINT STANISLAS;;;44009;NANTES CEDEX 1;Nantes;355426.4;6690291.7;EPSG:2154;47.22343184688967;-1.556030503195269;Parfaite;Numéro de rue;300;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;1;OUVERT;044;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.22343184688967, -1.556030503195269;30;CONTRAT D'ASSOCIATION TOUTES CLASSES;06;MINISTERE DE L'EDUCATION NATIONALE;1967-02-28
0440219Z;Collège privé Saint Jacques de Compostelle;COLLEGE PRIVE;ST J.DE COMPOSTELLE;Privé;11 rue GABRIEL GOUDY;;;44200;NANTES;Nantes;356485.2;6687129.1;EPSG:2154;47.1955557393812;-1.539660254937077;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;044;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.1955557393812, -1.539660254937077;30;CONTRAT D'ASSOCIATION TOUTES CLASSES;06;MINISTERE DE L'EDUCATION NATIONALE;1967-03-08
0440285W;Collège Gaston Serpette;COLLEGE;GASTON SERPETTE;Public;12 rue DU DOCTEUR RAPPIN;;;44000;NANTES;Nantes;353907.7;6690819.7;EPSG:2154;47.22738710438993;-1.5764704324721976;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;044;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.22738710438993, -1.5764704324721976;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1968-03-13
0440328T;Section d'enseignement général et professionnel adapté du Collège Libertaire Rutigliano;SEGPA;CLG LIBERTAIRE RUTIGLIANO;Public;60 rue DE L ERAUDIERE;;11906;44319;NANTES CEDEX 3;Nantes;356777.7;6692065.4;EPSG:2154;47.24007362725018;-1.5395495008832363;Parfaite;Numéro de rue;390;SECTION ENSEIGNT GEN. ET PROF. ADAPTE;1;OUVERT;044;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.24007362725018, -1.5395495008832363;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1969-05-29
0440612B;Ecole élémentaire publique Agenêts;ECOLE ELEMENTAIRE PUBLIQUE;AGENETS (LES);Public;31 rue des Agenets;;;44000;NANTES;Nantes;357386.5;6690646.9;EPSG:2154;47.227639041972594;-1.530439778951194;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;044;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.227639041972594, -1.530439778951194;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1970-01-07
0440644L;Ecole primaire publique Gay-Lussac;ECOLE PRIMAIRE PUBLIQUE;GAY-LUSSAC;Public;13 rue Corentin Bourveau;;;44300;NANTES;Nantes;358054.4;6690624.5;EPSG:2154;47.2277821750848;-1.521610387338125;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;044;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.2277821750848, -1.521610387338125;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1970-01-07
0440663G;Ecole élémentaire publique La Mutualité;ECOLE ELEMENTAIRE PUBLIQUE;MUTUALITE (LA);Public;2 rue de la Mutualité;;;44100;NANTES;Nantes;352787.3;6688433.5;EPSG:2154;47.20535593918713;-1.5894206120523133;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;044;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.20535593918713, -1.5894206120523133;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1970-01-08
0440665J;Ecole primaire publique Charles Lebourg;ECOLE PRIMAIRE PUBLIQUE;CHARLES LEBOURG;Public;5 rue Charles Lebourg;;;44300;NANTES;Nantes;355172.6;6691500.1;EPSG:2154;47.23416071369772;-1.5603005851508343;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;044;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.23416071369772, -1.5603005851508343;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1970-01-08
0440670P;Ecole élémentaire publique Lucie Aubrac;ECOLE ELEMENTAIRE PUBLIQUE;LUCIE AUBRAC;Public;47 boulevard Jean Moulin;;;44100;NANTES;Nantes;352071.1;6688764.7;EPSG:2154;47.20795766111801;-1.5991205875703662;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;044;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.20795766111801, -1.5991205875703662;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1970-01-08
0440678Y;Ecole élémentaire publique Gustave Roch;ECOLE ELEMENTAIRE PUBLIQUE;GUSTAVE ROCH;Public;24 boulevard Gustave Roch;;;44200;NANTES;Nantes;355750.9;6688177.6;EPSG:2154;47.2045992100751;-1.55014040009921;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;044;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.2045992100751, -1.55014040009921;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1970-01-08
0440682C;Ecole primaire publique Léon Say;ECOLE PRIMAIRE PUBLIQUE;LEON SAY;Public;34 rue Léon Say;;;44000;NANTES;Nantes;354366.6;6691047.9;EPSG:2154;47.22967721927384;-1.5705902993023722;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;044;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.22967721927384, -1.5705902993023722;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1970-01-08
0440698V;Ecole maternelle publique Louis Guiotton;ECOLE MATERNELLE PUBLIQUE;LOUIS GUIOTTON;Public;7 rue Champenois;;;44000;NANTES;Nantes;357588.1;6690395.6;EPSG:2154;47.225484434207175;-1.527589500738502;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;044;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.225484434207175, -1.527589500738502;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1970-01-08
0440699W;Ecole maternelle publique La Chauvinière;ECOLE MATERNELLE PUBLIQUE;CHAUVINIERE (LA);Public;32 boulevard de la Chauvinière;;;44300;NANTES;Nantes;354252.7;6693683.1;EPSG:2154;47.25330179589951;-1.5741094968727076;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;044;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.25330179589951, -1.5741094968727076;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1970-01-08
0440704B;Ecole maternelle publique Dervallières Chézine;ECOLE MATERNELLE PUBLIQUE;DERVALLIERES CHEZINE;Public;1 rue Auguste Lepère;;;44100;NANTES;Nantes;352289.1;6690799.4;EPSG:2154;47.226358625154745;-1.5978097645261533;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;044;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.226358625154745, -1.5978097645261533;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1970-01-08
0440707E;Ecole maternelle publique Fonteny;ECOLE MATERNELLE PUBLIQUE;FONTENY;Public;33 rue du Fonteny;;;44100;NANTES;Nantes;352524.8;6688391.0;EPSG:2154;47.204836641471516;-1.5928498537134435;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;044;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.204836641471516, -1.5928498537134435;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1970-01-08
0440720U;Ecole maternelle publique Sully;ECOLE MATERNELLE PUBLIQUE;SULLY;Public;8 allée de la Reine Margot;;;44000;NANTES;Nantes;355896.4;6690199.2;EPSG:2154;47.222844318033104;-1.5497594176652918;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;044;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.222844318033104, -1.5497594176652918;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1970-01-08
0440723X;Ecole maternelle publique Gaston Serpette;ECOLE MATERNELLE PUBLIQUE;GASTON SERPETTE;Public;23 rue Edmond Bire;;;44000;NANTES;Nantes;353908.1;6690877.5;EPSG:2154;47.227906793044;-1.5765094030263727;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;044;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.227906793044, -1.5765094030263727;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1970-01-09
0440725Z;Ecole maternelle publique Jean Zay 1;ECOLE MATERNELLE PUBLIQUE;JEAN ZAY GPE 1;Public;15 bis rue Yves Kartel;;;44100;NANTES;Nantes;351463.1;6688869.5;EPSG:2154;47.20858063440812;-1.6072199996714536;Correcte;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;044;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.20858063440812, -1.6072199996714536;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1970-01-09
0440727B;Ecole maternelle publique Alain Fournier;ECOLE MATERNELLE PUBLIQUE;ALAIN-FOURNIER;Public;87 rue du Bois Hardy;;;44100;NANTES;Nantes;351929.5;6688311.9;EPSG:2154;47.20381391728616;-1.6006397690773353;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;044;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.20381391728616, -1.6006397690773353;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1970-01-09
0441034K;Ecole élémentaire publique La Contrie;ECOLE ELEMENTAIRE PUBLIQUE;CONTRIE (LA);Public;19 rue de la Petite Reine;;;44100;NANTES;Nantes;352065.2;6689624.5;EPSG:2154;47.21568197619949;-1.5998597249344466;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;044;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.21568197619949, -1.5998597249344466;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1970-09-17
0441432T;Ecole primaire privée Sainte Thérèse;ECOLE PRIMAIRE PRIVEE;STE THERESE;Privé;11 rue de la Papotière;;;44300;NANTES;Nantes;359538.3;6691553.0;EPSG:2154;47.23689044866711;-1.5027304583489356;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;044;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.23689044866711, -1.5027304583489356;30;CONTRAT D'ASSOCIATION TOUTES CLASSES;06;MINISTERE DE L'EDUCATION NATIONALE;1971-03-19
0441434V;Ecole primaire privée Saint Jean XXIII;ECOLE PRIMAIRE PRIVEE;ST JEAN XXIII;Privé;25 rue Alphonse Daudet;;;44000;NANTES;Nantes;354711.4;6690758.7;EPSG:2154;47.2272574883577;-1.5658200052942055;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;044;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.2272574883577, -1.5658200052942055;30;CONTRAT D'ASSOCIATION TOUTES CLASSES;06;MINISTERE DE L'EDUCATION NATIONALE;1971-03-19
0441438Z;Ecole primaire privée Sainte Claire d'Assise;ECOLE PRIMAIRE PRIVEE;STE CLAIRE D ASSISE;Privé;70 rue de la Bourgeonnière;;;44300;NANTES;Nantes;355555.8;6693659.3;EPSG:2154;47.25376579929603;-1.5568901360783372;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;044;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.25376579929603, -1.5568901360783372;30;CONTRAT D'ASSOCIATION TOUTES CLASSES;06;MINISTERE DE L'EDUCATION NATIONALE;1971-03-19
0441471K;Ecole primaire privée Notre-Dame de Lourdes;ECOLE PRIMAIRE PRIVEE;N-D.DE LOURDES;Privé;3 rue Jean-Baptiste Olivaux;;;44300;NANTES;Nantes;354146.4;6693457.2;EPSG:2154;47.25121611511503;-1.5753396876287453;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;044;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.25121611511503, -1.5753396876287453;30;CONTRAT D'ASSOCIATION TOUTES CLASSES;06;MINISTERE DE L'EDUCATION NATIONALE;1971-03-22
0441494K;Ecole primaire privée Notre-Dame de Toutes Aides;ECOLE PRIMAIRE PRIVEE;N-D.DE TOUTES AIDES;Privé;8 rue Denis Papin;;;44000;NANTES;Nantes;357993.3;6690152.8;EPSG:2154;47.2235110953817;-1.5220597440100478;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;044;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.2235110953817, -1.5220597440100478;30;CONTRAT D'ASSOCIATION TOUTES CLASSES;06;MINISTERE DE L'EDUCATION NATIONALE;1971-03-19
0441515H;Ecole élémentaire publique Jean Moulin;ECOLE ELEMENTAIRE PUBLIQUE;JEAN MOULIN;Public;5 rue de Chypre;;;44000;NANTES;Nantes;357859.8;6689293.1;EPSG:2154;47.21571537576598;-1.5231706180596947;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;044;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.21571537576598, -1.5231706180596947;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1971-06-16
0441545R;Collège La Noé Lambert;COLLEGE;LA NOE LAMBERT;Public;42 boulevard DES POILUS;;;44300;NANTES;Nantes;357653.1;6691118.7;EPSG:2154;47.23201709108662;-1.5272795035778097;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;044;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.23201709108662, -1.5272795035778097;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1972-01-25
0441571U;Ecole élémentaire publique Louise Michel;ECOLE ELEMENTAIRE PUBLIQUE;LOUISE MICHEL;Public;21 rue Paul Ramadier;;;44200;NANTES;Nantes;357202.0;6688213.0;EPSG:2154;47.205668179379586;-1.5310293514205147;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;044;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.205668179379586, -1.5310293514205147;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1972-05-23
0441695D;Ecole élémentaire publique Ange Guépin école ouverte;ECOLE ELEMENTAIRE PUBLIQUE;FREINET ANGE GUEPIN;Public;4 rue Révolution des Oeillets;;;44000;NANTES;Nantes;358147.5;6689499.8;EPSG:2154;47.217721409361815;-1.5195316985045744;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;044;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.217721409361815, -1.5195316985045744;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1975-05-05
0441740C;Ecole maternelle publique Georges Lafont;ECOLE MATERNELLE PUBLIQUE;GEORGES LAFONT;Public;56 rue Georges Lafont;;;44300;NANTES;Nantes;353493.3;6691956.9;EPSG:2154;47.237391446669406;-1.5828096308269701;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;044;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.237391446669406, -1.5828096308269701;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1976-04-23
0441782Y;Lycée professionnel agricole de Nantes - le Grand-Blottereau;LYCEE PROFESSIONNEL AGRICOLE;DE NANTES - GD BLOTTEREAU;Public;34 chemin du ponceau;;;44300;NANTES;Nantes;358786.3;6690382.0;EPSG:2154;47.22597929101644;-1.511770390040611;Parfaite;Numéro de rue;320;LYCEE PROFESSIONNEL;1;OUVERT;044;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.22597929101644, -1.511770390040611;99;SANS OBJET;03;AGRICULTURE;1977-09-07
0441821R;Collège Jules Verne;COLLEGE;JULES VERNE;Public;1 rue DU GENERAL MEUSNIER;;14217;44042;NANTES CEDEX 1;Nantes;355004.8;6689619.8;EPSG:2154;47.21717402221057;-1.5610800155599538;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;044;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.21717402221057, -1.5610800155599538;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1977-03-24
0441924C;Ecole élémentaire publique La Beaujoire;ECOLE ELEMENTAIRE PUBLIQUE;BEAUJOIRE (LA);Public;10 avenue Gare de St Joseph;;;44300;NANTES;Nantes;358032.7;6693389.5;EPSG:2154;47.25262240321143;-1.523989162870229;Correcte;Rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;044;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.25262240321143, -1.523989162870229;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1980-09-01
0441937S;Collège privé Saint-Donatien;COLLEGE PRIVE;ST DONATIEN;Privé;6 rue GUILLET DE LA BROSSE;;60105;44000;NANTES;Nantes;356396.9;6690941.1;EPSG:2154;47.22977163313696;-1.543720222749875;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;044;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.22977163313696, -1.543720222749875;30;CONTRAT D'ASSOCIATION TOUTES CLASSES;06;MINISTERE DE L'EDUCATION NATIONALE;1980-09-01
0442035Y;Ecole élémentaire publique Le Linot;ECOLE ELEMENTAIRE PUBLIQUE;LINOT (LE);Public;45 rue du Port des Charrettes;;;44300;NANTES;Nantes;357864.6;6695120.2;EPSG:2154;47.26809083157482;-1.527519502347513;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;044;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.26809083157482, -1.527519502347513;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1984-09-01
0442048M;Ecole maternelle publique La Côte d'Or;ECOLE MATERNELLE PUBLIQUE;COTE D'OR (LA);Public;1 avenue Castellano;;;44300;NANTES;Nantes;354327.9;6693006.9;EPSG:2154;47.24726364710143;-1.5725993880822748;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;044;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.24726364710143, -1.5725993880822748;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1985-09-01
0442400V;Ecole primaire publique Les Réformes;ECOLE PRIMAIRE PUBLIQUE;REFORMES (LES);Public;12 rue des Réformes;;;44100;NANTES;Nantes;352622.2;6687811.5;EPSG:2154;47.19967933229809;-1.5911204854870449;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;044;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.19967933229809, -1.5911204854870449;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1999-09-01
0442486N;Section d'enseignement général et professionnel adapté privée du collège externat des enfants nantais;SEGPA PRIVEE;CLG EXTERNAT ENFANTS NANTAIS;Privé;31 avenue CAMUS;;;44042;NANTES CEDEX 1;Nantes;354113.0;6689836.4;EPSG:2154;47.2186566443288;-1.573009587134183;Parfaite;Numéro de rue;390;SECTION ENSEIGNT GEN. ET PROF. ADAPTE;1;OUVERT;044;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.2186566443288, -1.573009587134183;30;CONTRAT D'ASSOCIATION TOUTES CLASSES;06;MINISTERE DE L'EDUCATION NATIONALE;2002-06-14
0442487P;Section d'enseignement général et professionnel adapté privée du collège notre-dame de toutes aides;SEGPA PRIVEE;CLG NOTRE-DAME DE TOUTES AIDES;Privé;12 rue des Epinettes;;;44300;NANTES;Nantes;358216.3;6690680.1;EPSG:2154;47.22836530022264;-1.519516261723193;Parfaite;Numéro de rue;390;SECTION ENSEIGNT GEN. ET PROF. ADAPTE;1;OUVERT;044;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.22836530022264, -1.519516261723193;30;CONTRAT D'ASSOCIATION TOUTES CLASSES;06;MINISTERE DE L'EDUCATION NATIONALE;2002-06-14
0442649R;Ecole Silvya Terrade Nantes;ECOLE 2D DEGRE PROF.PRIVEE;ECOLE SILVYA TERRADE NANTES;Privé;1 place DE LA GALARNE;;;44200;NANTES;Nantes;357318.9;6688533.9;EPSG:2154;47.208612750788454;-1.5297306351550042;Parfaite;Numéro de rue;320;LYCEE PROFESSIONNEL;1;OUVERT;044;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.208612750788454, -1.5297306351550042;10;HORS CONTRAT;06;MINISTERE DE L'EDUCATION NATIONALE;2009-03-16
0442966K;Ecole primaire publique Alice Guy;ECOLE PRIMAIRE PUBLIQUE;ALICE GUY;Public;34 rue Marianne;;;44000;NANTES;Nantes;356899.3;6690783.3;EPSG:2154;47.228613287626075;-1.5369714711858722;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;044;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.228613287626075, -1.5369714711858722;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;2022-09-01
0440021J;Lycée général  Clemenceau;LYCEE GENERAL;CLEMENCEAU;Public;1 rue GEORGES CLEMENCEAU;;74205;44042;NANTES CEDEX 1;Nantes;356286.2;6689717.3;EPSG:2154;47.21871508140165;-1.5442505529618926;Parfaite;Numéro de rue;302;LYCEE D ENSEIGNEMENT GENERAL;1;OUVERT;044;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.21871508140165, -1.5442505529618926;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0440036A;Lycée professionnel Louis-Antoine de Bougainville;LYCEE PROFESSIONNEL;DE BOUGAINVILLE;Public;2 rue EUGENE LE ROUX;;;44000;NANTES;Nantes;352461.7;6687634.4;EPSG:2154;47.19800365454265;-1.5931009564879561;Parfaite;Numéro de rue;320;LYCEE PROFESSIONNEL;1;OUVERT;044;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.19800365454265, -1.5931009564879561;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0440154D;Lycée général privé Blanche de Castille;LYCEE GENERAL PRIVE;BLANCHE DE CASTILLE;Privé;43  BOULEVARD JULES VERNE;;61902;44319;NANTES CEDEX 3;Nantes;357223.3;6691683.8;EPSG:2154;47.236874235960315;-1.5333793806092841;Correcte;Numéro de rue;302;LYCEE D ENSEIGNEMENT GENERAL;1;OUVERT;044;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.236874235960315, -1.5333793806092841;30;CONTRAT D'ASSOCIATION TOUTES CLASSES;06;MINISTERE DE L'EDUCATION NATIONALE;1967-02-28
0440166S;Lycée général privé Notre-Dame de Toutes Aides;LYCEE GENERAL PRIVE;ND DE TOUTES AIDES;Privé;12 rue des Epinettes;;;44319;NANTES CEDEX 3;Nantes;358216.3;6690680.1;EPSG:2154;47.22836530022264;-1.519516261723193;Parfaite;Numéro de rue;302;LYCEE D ENSEIGNEMENT GENERAL;1;OUVERT;044;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.22836530022264, -1.519516261723193;30;CONTRAT D'ASSOCIATION TOUTES CLASSES;06;MINISTERE DE L'EDUCATION NATIONALE;1967-02-28
0440203G;Collège privé Saint-Martin;COLLEGE PRIVE;ST MARTIN;Privé;38 bis rue DE L ABBAYE;;;44100;NANTES;Nantes;352302.2;6687954.4;EPSG:2154;47.20079616233207;-1.5954500192719163;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;044;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.20079616233207, -1.5954500192719163;30;CONTRAT D'ASSOCIATION TOUTES CLASSES;06;MINISTERE DE L'EDUCATION NATIONALE;1967-03-07
0440246D;Lycée polyvalent privé Sacré-Coeur La Salle;LYCEE POLYVALENT PRIVE;SACRE COEUR LA SALLE;Privé;3  RUE FRANCIS PORTAIS;;;44107;NANTES CEDEX 4;Nantes;351347.6;6688708.8;EPSG:2154;47.20707571353516;-1.6086194596202426;Parfaite;Numéro de rue;306;LYCEE POLYVALENT;1;OUVERT;044;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.20707571353516, -1.6086194596202426;30;CONTRAT D'ASSOCIATION TOUTES CLASSES;06;MINISTERE DE L'EDUCATION NATIONALE;1968-09-30
