Code établissement;Appellation officielle;Dénomination principale;Patronyme uai;Secteur Public/Privé;Adresse;Lieu dit;Boite postale;Code postal;Localite d'acheminement;Commune;Coordonnee X;Coordonnee Y;EPSG;Latitude;Longitude;Qualité d'appariement;Localisation;Code nature;Nature;Code état établissement;Etat établissement;Code département;Code région;Code académie;Code commune;Département;Région;Académie;Position;secteur_prive_code_type_contrat;secteur_prive_libelle_type_contrat;code_ministere;libelle_ministere;date_ouverture
0440632Y;Ecole élémentaire publique Le Coudray;ECOLE ELEMENTAIRE PUBLIQUE;COUDRAY (LE);Public;20 rue du Coudray;;;44000;NANTES;Nantes;356455.1;6691293.2;EPSG:2154;47.232966350854895;-1.543219897058645;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;044;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.232966350854895, -1.543219897058645;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1970-01-07
0440633Z;Ecole élémentaire publique Les Châtaigniers;ECOLE ELEMENTAIRE PUBLIQUE;CHATAIGNIERS (LES);Public;164 rue du Corps de Garde;;;44100;NANTES;Nantes;351925.0;6690092.8;EPSG:2154;47.21981728091829;-1.6020694630595043;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;044;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.21981728091829, -1.6020694630595043;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1970-01-07
0440636C;Ecole élémentaire publique Dervallières Chézine;ECOLE ELEMENTAIRE PUBLIQUE;DERVALLIERES CHEZINE;Public;1 rue Auguste Lepère;;;44100;NANTES;Nantes;352265.0;6690867.9;EPSG:2154;47.22696163571036;-1.5981804071889079;Correcte;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;044;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.22696163571036, -1.5981804071889079;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1970-01-07
0440639F;Ecole élémentaire publique Maurice Macé;ECOLE ELEMENTAIRE PUBLIQUE;MAURICE MACE;Public;14 rue du Pontereau;;;44300;NANTES;Nantes;359428.9;6691481.2;EPSG:2154;47.23618897073644;-1.5041200708170321;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;044;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.23618897073644, -1.5041200708170321;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1970-01-07
0440645M;Ecole élémentaire publique George Sand;ECOLE ELEMENTAIRE PUBLIQUE;GEORGE SAND;Public;83 rue des Renards;;;44300;NANTES;Nantes;354639.7;6694296.6;EPSG:2154;47.25901721538321;-1.5694702190280125;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;044;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.25901721538321, -1.5694702190280125;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1970-01-07
0440647P;Ecole primaire publique Alphonse Braud;ECOLE PRIMAIRE PUBLIQUE;ALPHONSE BRAUD;Public;34 rue Gutenberg;;;44100;NANTES;Nantes;352988.2;6688027.6;EPSG:2154;47.201812920197064;-1.5864598289770289;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;044;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.201812920197064, -1.5864598289770289;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1970-01-07
0440667L;Ecole élémentaire publique Emile Péhant;ECOLE ELEMENTAIRE PUBLIQUE;EMILE PEHANT;Public;24 rue Emile Péhant;;;44000;NANTES;Nantes;355929.5;6689064.9;EPSG:2154;47.21266666064821;-1.5484597757866623;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;044;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.21266666064821, -1.5484597757866623;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1970-01-08
0440690L;Ecole maternelle publique Les Agenêts;ECOLE MATERNELLE PUBLIQUE;AGENETS (LES);Public;31 rue des Agenets;;;44000;NANTES;Nantes;357429.8;6690701.8;EPSG:2154;47.228154826728485;-1.5299100714555511;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;044;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.228154826728485, -1.5299100714555511;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1970-01-08
0440701Y;Ecole maternelle publique La Contrie;ECOLE MATERNELLE PUBLIQUE;CONTRIE (LA);Public;40 rue Jean Bouin;;;44100;NANTES;Nantes;352001.6;6689587.0;EPSG:2154;47.21531160906286;-1.6006697923250852;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;044;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.21531160906286, -1.6006697923250852;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1970-01-08
0440716P;Ecole maternelle publique Molière;ECOLE MATERNELLE PUBLIQUE;MOLIERE;Public;2 rue du Cheval Blanc;;;44000;NANTES;Nantes;355388.9;6689614.7;EPSG:2154;47.2173277025322;-1.5560093255184138;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;044;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.2173277025322, -1.5560093255184138;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1970-01-08
0440721V;Ecole maternelle publique Gustave Roch;ECOLE MATERNELLE PUBLIQUE;GUSTAVE ROCH;Public;24 boulevard Gustave Roch;;;44200;NANTES;Nantes;355719.1;6688203.3;EPSG:2154;47.20481370774089;-1.5505793438662472;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;044;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.20481370774089, -1.5505793438662472;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1970-01-08
0440726A;Ecole maternelle publique Jean Zay 2;ECOLE MATERNELLE PUBLIQUE;JEAN ZAY GPE 2;Public;19 rue Yves Kartel;;;44100;NANTES;Nantes;351402.2;6688877.9;EPSG:2154;47.208624154288046;-1.608029667359223;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;044;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.208624154288046, -1.608029667359223;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1970-01-09
0440997V;Ecole élémentaire publique Les Plantes;ECOLE ELEMENTAIRE PUBLIQUE;PLANTES (LES);Public;19 avenue des Plantes;;;44100;NANTES;Nantes;353410.1;6691634.1;EPSG:2154;47.234446840137984;-1.583659995894648;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;044;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.234446840137984, -1.583659995894648;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1970-06-02
0441427M;Ecole primaire privée Saint Martin-Immaculée;ECOLE PRIMAIRE PRIVEE;ST MARTIN-IMMACULEE;Privé;4 rue Jean-Baptiste Legeay;;;44100;NANTES;Nantes;352368.6;6687869.7;EPSG:2154;47.20006968618611;-1.594509340304784;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;044;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.20006968618611, -1.594509340304784;30;CONTRAT D'ASSOCIATION TOUTES CLASSES;06;MINISTERE DE L'EDUCATION NATIONALE;1971-03-19
0441428N;Ecole primaire privée Saint Jacques de Compostelle;ECOLE PRIMAIRE PRIVEE;ST JACQUES DE COMPOSTELLE;Privé;16 rue du Frère Louis;;;44200;NANTES;Nantes;356527.3;6687082.3;EPSG:2154;47.195156882398514;-1.539069601263059;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;044;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.195156882398514, -1.539069601263059;30;CONTRAT D'ASSOCIATION TOUTES CLASSES;06;MINISTERE DE L'EDUCATION NATIONALE;1971-03-19
0441463B;Ecole primaire privée Blanche de Castille;ECOLE PRIMAIRE PRIVEE;BLANCHE DE CASTILLE;Privé;45 boulevard Jules Verne;;61902;44319;NANTES CEDEX 3;Nantes;357215.3;6691703.5;EPSG:2154;47.237047162867285;-1.5334998940708784;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;044;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.237047162867285, -1.5334998940708784;30;CONTRAT D'ASSOCIATION TOUTES CLASSES;06;MINISTERE DE L'EDUCATION NATIONALE;1971-03-22
0441465D;Ecole primaire privée La Perverie;ECOLE PRIMAIRE PRIVEE;LA PERVERIE;Privé;63 rue de la Perverie;;72215;44322;NANTES CEDEX 3;Nantes;355082.2;6692546.1;EPSG:2154;47.24351476296307;-1.5622918229573297;Correcte;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;044;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.24351476296307, -1.5622918229573297;30;CONTRAT D'ASSOCIATION TOUTES CLASSES;06;MINISTERE DE L'EDUCATION NATIONALE;1971-03-19
0441497N;Ecole élémentaire privée Don Bosco;ECOLE ELEMENTAIRE PRIVEE;DON BOSCO;Privé;9 rue du Moulin des Carmes;;;44300;NANTES;Nantes;357148.4;6691844.7;EPSG:2154;47.23828167512901;-1.5344898581390571;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;044;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.23828167512901, -1.5344898581390571;30;CONTRAT D'ASSOCIATION TOUTES CLASSES;06;MINISTERE DE L'EDUCATION NATIONALE;1971-03-19
0441520N;Ecole élémentaire publique La Bottière;ECOLE ELEMENTAIRE PUBLIQUE;BOTTIERE (LA);Public;10 rue de la Bottiere;;;44300;NANTES;Nantes;358047.1;6691685.6;EPSG:2154;47.23731545756393;-1.522509448370174;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;044;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.23731545756393, -1.522509448370174;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1971-06-16
0441552Y;Lycée Polyvalent les Bourdonnières;LYCEE POLYVALENT;LES BOURDONNIERES;Public;Rue DE LA PERRIERE;;;44200;NANTES;Nantes;358102.1;6685991.5;EPSG:2154;47.18616538280837;-1.5174799567161925;Correcte;Rue;306;LYCEE POLYVALENT;1;OUVERT;044;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.18616538280837, -1.5174799567161925;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1972-01-25
0441600A;Ecole maternelle publique Stalingrad;ECOLE MATERNELLE PUBLIQUE;STALINGRAD;Public;6 allée du Bourg Fumé;;;44000;NANTES;Nantes;356812.8;6689792.3;EPSG:2154;47.219661641625166;-1.5373606010851688;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;044;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.219661641625166, -1.5373606010851688;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1972-09-29
0441609K;Section d'enseignement général et professionnel adapté du Collège La Durantière;SEGPA;CLG LA DURANTIERE;Public;17 rue Baptiste Marcet;;;44100;NANTES;Nantes;351748.4;6689534.8;EPSG:2154;47.21470968152792;-1.6039694215006646;Parfaite;Numéro de rue;390;SECTION ENSEIGNT GEN. ET PROF. ADAPTE;1;OUVERT;044;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.21470968152792, -1.6039694215006646;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1973-03-26
0441634M;Ecole élémentaire publique Louis Pergaud;ECOLE ELEMENTAIRE PUBLIQUE;LOUIS PERGAUD;Public;6 rue Louis Pergaud;;;44300;NANTES;Nantes;358482.0;6695149.7;EPSG:2154;47.26867420105138;-1.5193895383035185;Correcte;Rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;044;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.26867420105138, -1.5193895383035185;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1973-06-12
0441694C;Ecole élémentaire publique François Dallet;ECOLE ELEMENTAIRE PUBLIQUE;FRANCOIS DALLET;Public;150 boulevard des Poilus;;;44300;NANTES;Nantes;357192.4;6691344.4;EPSG:2154;47.23380781424526;-1.533529718674513;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;044;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.23380781424526, -1.533529718674513;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1975-05-05
0441738A;Ecole maternelle publique La Beaujoire;ECOLE MATERNELLE PUBLIQUE;BEAUJOIRE (LA);Public;66 boulevard Professeur R. Auvigne;;;44300;NANTES;Nantes;358478.3;6693703.5;EPSG:2154;47.25567414065874;-1.5183444909983865;Correcte;Rue;101;ECOLE MATERNELLE;1;OUVERT;044;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.25567414065874, -1.5183444909983865;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1976-04-23
0441959R;Ecole maternelle publique La Barberie;ECOLE MATERNELLE PUBLIQUE;BARBERIE (LA);Public;25 avenue de Tahiti;;;44300;NANTES;Nantes;354411.2;6692653.6;EPSG:2154;47.24413175542496;-1.5712296922458675;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;044;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.24413175542496, -1.5712296922458675;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1981-09-01
0442015B;Ecole maternelle publique Louis Pergaud;ECOLE MATERNELLE PUBLIQUE;LOUIS PERGAUD;Public;4 rue Louis Pergaud;;;44300;NANTES;Nantes;358482.0;6695149.7;EPSG:2154;47.26867420105138;-1.5193895383035185;Correcte;Rue;101;ECOLE MATERNELLE;1;OUVERT;044;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.26867420105138, -1.5193895383035185;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1983-09-01
0442036Z;Ecole élémentaire publique Mulotière;ECOLE ELEMENTAIRE PUBLIQUE;MULOTIERE;Public;18 rue Pierre Yvernogeau;;;44300;NANTES;Nantes;354512.7;6692405.6;EPSG:2154;47.24195570862455;-1.5697004807095505;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;044;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.24195570862455, -1.5697004807095505;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1985-09-01
0442037A;Ecole maternelle publique Pauline Kergomard;ECOLE MATERNELLE PUBLIQUE;PAULINE KERGOMARD;Public;4 rue Pierre Etienne Flandin;;;44200;NANTES;Nantes;356583.7;6687957.1;EPSG:2154;47.20304866009342;-1.5389897127968293;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;044;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.20304866009342, -1.5389897127968293;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1985-09-01
0442730D;Ecole primaire publique Aimé Césaire;ECOLE PRIMAIRE PUBLIQUE;AIME CESAIRE;Public;9 esplanade Edouard Glissant;;;44200;NANTES;Nantes;354556.4;6688263.9;EPSG:2154;47.20475444359435;-1.5659595768087584;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;044;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.20475444359435, -1.5659595768087584;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;2012-09-01
0442765S;Lycée polyvalent Nelson Mandela;LYCEE POLYVALENT;NELSON MANDELA;Public;10 rue PIERRE VIDAL-NAQUET;;56509;44265;NANTES CEDEX 2;Nantes;357077.2;6688523.4;EPSG:2154;47.208393577218665;-1.5329105760992363;Parfaite;Numéro de rue;306;LYCEE POLYVALENT;1;OUVERT;044;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.208393577218665, -1.5329105760992363;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;2014-09-01
0442774B;Lycée général et technologique privé Saint-Félix - La Salle - Lycée des métiers;LYC GEN TECH PRIVE DES METIERS;SAINT-FELIX - LA SALLE;Privé;27 rue DU BALLET;;60105;44001;NANTES CEDEX 1;Nantes;355146.4;6691228.8;EPSG:2154;47.231708754423416;-1.5604393192938208;Correcte;Numéro de rue;300;LYCEE ENSEIGNT GENERAL ET TECHNOLOGIQUE;1;OUVERT;044;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.231708754423416, -1.5604393192938208;30;CONTRAT D'ASSOCIATION TOUTES CLASSES;06;MINISTERE DE L'EDUCATION NATIONALE;2014-09-01
0442871G;Collège privé Al Bader;ECOLE SECONDAIRE PRIVEE;AL BADER;Privé;136 boulevard de Seattle;;;44000;NANTES;Nantes;358386.3;6689723.5;EPSG:2154;47.21985495746551;-1.5165504565487438;Correcte;Rue;340;COLLEGE;1;OUVERT;044;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.21985495746551, -1.5165504565487438;10;HORS CONTRAT;06;MINISTERE DE L'EDUCATION NATIONALE;2018-04-20
0442875L;Ecole primaire privée Les Petons dans l'herbe;ECOLE PRIMAIRE PRIVEE;LES PETONS DANS L'HERBE;Privé;8 bd Einstein;;;44000;NANTES;Nantes;355541.9;6694519.5;EPSG:2154;47.26148968357041;-1.5577297579243004;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;044;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.26148968357041, -1.5577297579243004;10;HORS CONTRAT;06;MINISTERE DE L'EDUCATION NATIONALE;2018-09-01
0442999W;Ecole primaire privée Maison des enfants de Monselet;ECOLE PRIMAIRE PRIVEE;MAISON DES ENFANTS DE MONSELET;Privé;2 rue Paul Painlevé;;;44000;NANTES;Nantes;;;;;;;;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;044;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;;10;HORS CONTRAT;06;MINISTERE DE L'EDUCATION NATIONALE;2022-10-28
0440028S;Collège La Colinière;COLLEGE;LA COLINIERE;Public;129 rue DU LANDREAU;;81904;44319;NANTES CEDEX 3;Nantes;358848.3;6691531.5;EPSG:2154;47.23634282190417;-1.511819901828716;Parfaite;Numéro de rue;340;COLLEGE;1;OUVERT;044;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.23634282190417, -1.511819901828716;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0440032W;Section d'enseignement professionnel Gaspard Monge La Chauvinière;SECTION ENSEIGNT PROFESSIONNEL;LPO GASPARD MONGE LA CHAUVINERE;Public;2 rue DE LA FANTAISIE;;62223;44322;NANTES CEDEX 3;Nantes;354434.4;6693576.9;EPSG:2154;47.25244200318605;-1.571629789761308;Parfaite;Numéro de rue;334;SECTION D ENSEIGNEMENT PROFESSIONNEL;1;OUVERT;044;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.25244200318605, -1.571629789761308;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0440033X;Lycée professionnel François Arago - Lycée des métiers du bois, de la métallerie, de la maintenance et du numérique;LP LYCEE DES METIERS;FRANCOIS ARAGO;Public;23 rue DU RECTEUR SCHMITT;;82216;44001;NANTES CEDEX 1;Nantes;355832.4;6693253.8;EPSG:2154;47.25026488875537;-1.5529299333465516;Parfaite;Numéro de rue;320;LYCEE PROFESSIONNEL;1;OUVERT;044;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.25026488875537, -1.5529299333465516;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0440034Y;Lycée professionnel Michelet - Lycée du bâtiment et des travaux publics;LYCEE PROFESSIONNEL;MICHELET;Public;41 boulevard Michelet;;22201;44322;NANTES CEDEX 3;Nantes;355316.8;6691607.7;EPSG:2154;47.23520269979235;-1.5584798506382294;Parfaite;Numéro de rue;320;LYCEE PROFESSIONNEL;1;OUVERT;044;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.23520269979235, -1.5584798506382294;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1965-05-01
0440255N;Lycée professionnel privé Encia - Lycée des métiers du commerce et de la vente;LYCEE PROF PRIVE DES METIERS;ENCIA;Privé;6  RUE CREBILLON;;20306;44003;NANTES CEDEX 1;Nantes;355091.8;6689269.5;EPSG:2154;47.214070843017566;-1.5596652388255117;Parfaite;Numéro de rue;320;LYCEE PROFESSIONNEL;1;OUVERT;044;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.214070843017566, -1.5596652388255117;30;CONTRAT D'ASSOCIATION TOUTES CLASSES;06;MINISTERE DE L'EDUCATION NATIONALE;1967-04-10
0440626S;Ecole élémentaire publique La Chauvinière;ECOLE ELEMENTAIRE PUBLIQUE;CHAUVINIERE (LA);Public;32 boulevard de la Chauvinière;;;44300;NANTES;Nantes;354207.3;6693606.9;EPSG:2154;47.252593286665835;-1.5746504408418156;Correcte;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;044;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.252593286665835, -1.5746504408418156;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1970-01-07
0440640G;Ecole élémentaire publique Fellonneau;ECOLE ELEMENTAIRE PUBLIQUE;FELLONNEAU;Public;15 rue Fellonneau;;;44000;NANTES;Nantes;355586.9;6691192.7;EPSG:2154;47.2316130614791;-1.5545994399752192;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;044;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.2316130614791, -1.5545994399752192;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1970-01-07
0440641H;Ecole élémentaire publique Fraternité;ECOLE ELEMENTAIRE PUBLIQUE;FRATERNITE (LA);Public;24 boulevard de la Fraternité;;;44100;NANTES;Nantes;353103.7;6689558.0;EPSG:2154;47.21562782053454;-1.5861101691678403;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;044;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.21562782053454, -1.5861101691678403;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1970-01-07
0440648R;Ecole primaire publique Harouys;ECOLE PRIMAIRE PUBLIQUE;HAROUYS;Public;10 rue Harouys;;;44000;NANTES;Nantes;354711.9;6689759.0;EPSG:2154;47.21827281037812;-1.5650500173388664;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;044;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.21827281037812, -1.5650500173388664;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1970-01-07
0440650T;Ecole primaire publique La Jonelière;ECOLE PRIMAIRE PUBLIQUE;JONELIERE (LA);Public;76 route de la Jonelière;;;44300;NANTES;Nantes;356342.6;6693456.7;EPSG:2154;47.25235297883093;-1.5463498788417127;Correcte;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;044;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.25235297883093, -1.5463498788417127;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1970-01-07
0440687H;Ecole élémentaire publique Alain-Fournier;ECOLE ELEMENTAIRE PUBLIQUE;ALAIN-FOURNIER;Public;87 rue du Bois Hardy;;;44100;NANTES;Nantes;351846.2;6688353.6;EPSG:2154;47.20414502030416;-1.6017703849968057;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;044;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.20414502030416, -1.6017703849968057;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1970-01-08
0440691M;Ecole primaire publique Les Batignolles;ECOLE PRIMAIRE PUBLIQUE;BATIGNOLLES (LES);Public;45 route de Paris;;;44300;NANTES;Nantes;358441.4;6693291.6;EPSG:2154;47.25195305392485;-1.518520117042086;Parfaite;Numéro de rue;151;ECOLE DE NIVEAU ELEMENTAIRE;1;OUVERT;044;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.25195305392485, -1.518520117042086;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1970-01-08
0440692N;Ecole maternelle publique Le Baut;ECOLE MATERNELLE PUBLIQUE;BAUT (LE);Public;4 rue des Renards;;;44300;NANTES;Nantes;355132.3;6693711.4;EPSG:2154;47.254014014899326;-1.5625202377817575;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;044;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.254014014899326, -1.5625202377817575;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1970-01-08
0440693P;Ecole maternelle publique Sarah Bernhardt;ECOLE MATERNELLE PUBLIQUE;SARAH BERNHARDT;Public;38 rue de la Ripossière;;;44200;NANTES;Nantes;356891.5;6686834.8;EPSG:2154;47.19312064301049;-1.5340795906553863;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;044;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.19312064301049, -1.5340795906553863;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1970-01-08
0440696T;Ecole maternelle publique Jacques Prévert;ECOLE MATERNELLE PUBLIQUE;JACQUES PREVERT;Public;34 rue du Breil;;;44100;NANTES;Nantes;353374.1;6691119.4;EPSG:2154;47.229802180870266;-1.5837403325302695;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;044;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.229802180870266, -1.5837403325302695;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1970-01-08
0440708F;Ecole maternelle publique Frédureau;ECOLE MATERNELLE PUBLIQUE;FREDUREAU;Public;2 rue Frédureau;;;44000;NANTES;Nantes;355029.4;6690045.5;EPSG:2154;47.221012861212124;-1.5610802390000826;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;044;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.221012861212124, -1.5610802390000826;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1970-01-08
0440709G;Ecole maternelle publique Camille Claudel;ECOLE MATERNELLE PUBLIQUE;CAMILLE CLAUDEL;Public;83 rue des Renards;;;44300;NANTES;Nantes;354685.3;6694246.4;EPSG:2154;47.2585897850032;-1.5688298420401565;Parfaite;Numéro de rue;101;ECOLE MATERNELLE;1;OUVERT;044;52;17;44109;Loire-Atlantique;Pays de la Loire;Nantes;47.2585897850032, -1.5688298420401565;99;SANS OBJET;06;MINISTERE DE L'EDUCATION NATIONALE;1970-01-08
